@relation 'mMTC-weka.filters.unsupervised.attribute.StringToNominal-R11,15,17,42,46'

@attribute X numeric
@attribute Seq numeric
@attribute Dur numeric
@attribute RunTime numeric
@attribute Mean numeric
@attribute Sum numeric
@attribute Min numeric
@attribute Max numeric
@attribute Proto {tcp}
@attribute sTos numeric
@attribute dTos {0,NA}
@attribute sDSb {cs0}
@attribute dDSb {cs0,ef}
@attribute sTtl numeric
@attribute dTtl {64,NA,47,53,63,116,117,62,52,54,59}
@attribute sHops numeric
@attribute dHops {0,NA,17,11,1,12,2,10,5}
@attribute Cause {Status,Start}
@attribute TotPkts numeric
@attribute SrcPkts numeric
@attribute DstPkts numeric
@attribute TotBytes numeric
@attribute SrcBytes numeric
@attribute DstBytes numeric
@attribute Offset numeric
@attribute sMeanPktSz numeric
@attribute dMeanPktSz numeric
@attribute Load numeric
@attribute SrcLoad numeric
@attribute DstLoad numeric
@attribute Loss numeric
@attribute SrcLoss numeric
@attribute DstLoss numeric
@attribute pLoss numeric
@attribute SrcGap numeric
@attribute DstGap numeric
@attribute Rate numeric
@attribute SrcRate numeric
@attribute DstRate numeric
@attribute State {CON,ACC,FIN,REQ,RST}
@attribute SrcWin numeric
@attribute DstWin {68608,NA,134,64256,66816,5549,32256,140,154624,154,31104,2307,1050,239872,268544,173,144,35456,87552,67840,457,171520,268032,250368,254976,4459,72448,119040,33280,235008,197120,98560,8290304,879,177,2056,65024,64896,64240,8340480}
@attribute sVid {NA}
@attribute dVid {NA}
@attribute SrcTCPBase numeric
@attribute DstTCPBase {2623059431,NA,1618367425,529769650,3273577305,3442218893,1179797830,2623058727,2646845546,3441991458,3796999830,4073124279,98961977,756645181,3442102868,3441975142,1983668627,3442251959,3441351988,3577407314,2646845018,3913209256,24250418,4073128551,2646847274,2623059831,3441043043,3442035050,3441763919,3368322417,1618368833,3439776570,2286857734,1552586432,4236896213,439571066,3577412242,3797002468,4269091479,3577408130,3704604840,692682252,4073125735,3940739406,3442224041,3940737550,3439708558,3441283855,2646842778,3577406866,3441526479,3442263742,1656426876,300625156,2047070633,3441197362,1618366209,1509796360,600545481,281349486,4186203202,3441679730,3577409170,768703832,3577412002,3577410242,3441953195,3940739710,2623061159,2185790700,3577410850,1618367985,3439419018,3442477472,3940738830,2623062439,3441207803,3577408738,1552588128,1552585152,3441614351,4186204610,3577407810,3440982876,3441521253,1673974281,540232519,2646841354,3141419241,3441125372,874839893,4214115615,4186203650,2646841882,1084444347,2045176943,3441784812,657945014,2646844218,3442124327,1618366849,2100118556,2065148897,3441158586,2623060855,3753329624,3439871217,3531690109,3439864606,4073125239,1618366337,3442515505,1552585856,3441334394,3442057947,2646841210,3442164456,839432280,4186204098,4073124855,2623061687,2646842266,3940740654,1285846413,3442024676,3441019802,1444633489,3439954723,3940737886,756521142,3441925232,3441642283,1552585600,2623060343,3940738318,2428864111,3441295688,1552587248,1615481983,3940740238,3442069638,4105726333,1128974712,3577409842,3439647754,2646843610,3593292603,962388224,2839484865,3638912401,159942573,3323186389,1885976398,148643644,2778664688,815989983,4063690350,1793645307,2076573445,2485182084,4249469255,1770455180,1270254236,2304673556,3222166808,303629319,413781185,3949837814,3745700385,903058259,3367101079,797401319,208389319,217701467,3192194173,1242701635,2325284512,3443415128,1570665862,231587869,2295422330,3770882414,3492268361,2417296601,3896695899,3007803862,1816741251,1246870264,2863574280,217518455,286199307,2619245964,3664789015,2615705310,1816584808,3679354734,3770828215,4082246075,3322347925,2760399599,4010522256,3240126856,3985396105,2108050575,2879777071,592495768,927077980,1993368014,84397867,3182779537,2297706118,2567675299,172856051,2147325254,1019199526,3904310848,4100043985,2486941597,524082337,2047566919,357044174,312834748,984125613,1937526000,1170206457,3265196299,1891533617,2563185787,2535454543,393441307,776064307,523870518,3134247307,973055414,2301859857,763929041,3745196438,76467660,1817362642,530492530,2718763902,3683555807,1321992673,408190634,4164207139,967510774,881782116,3875667404,1805713927,1774819050,4291264145,3812407581,293631260,42770686,3047371703,2756002450,1516998667,884062204,3060803329,623700093,2122940027,3241340223,1511629268,903415644,637746245,4102078946,2234694459,2975324776,2937466254,2017422222,3552433119,4252005320,2059268501,4150003274,4143569582,221974601,4127135294,3609927,3432934240,2905999387,277587685,2698876801,1795422488,113290994,3690452508,152788678,3734478476,3320807156,865045336,3486807883,3603138898,3655079853,3078765745,3550200254,2296221915,1478906598,148517648,806315053,1137659642,2803529972,4183012070,3203251038,608906108,1548742166,3469907244,4127285479,1481456278}
@attribute TcpRtt numeric
@attribute SynAck numeric
@attribute AckDat numeric
@attribute UniqueID numeric
@attribute predicted {2:mMTC}
@attribute Label {Benign,Malicious}

@data
712406.153242,776.251215,1.778615,1.719738,3.094277,2.977757,2.540718,1.718175,tcp,0,0,cs0,cs0,64,64,0,0,Start,20.825126,10.599469,10.7222,6428.536615,1455.298982,4036.10356,179261.614293,107.075057,140.644825,32796.132124,4526.757012,5426.440318,1.809838,0.980487,1.890809,6.867345,0,0,4.071258,2.660814,3.904174,CON,69632,68608,NA,NA,1416618363,2623059431,0.020575,0.0012,0.016346,28888.866178,2:mMTC,Benign
727585.773203,510.164922,4.401456,3.685976,3.165484,2.821777,3.582546,2.987496,tcp,0,0,cs0,cs0,64,64,0,0,Start,31.207764,16.839234,22.492207,9263.727234,1578.187769,6685.094703,148494.637299,115.454839,128.636387,37737.512372,7938.682685,32694.15639,20.002355,7.261292,6.229619,12.907123,0,0,15.790114,8.063649,6.899045,CON,69632,68608,NA,NA,1416618363,2623059431,0.059805,0.072371,0.03979,20504.663761,2:mMTC,Benign
727935.953839,598.40642,3.365514,3.177446,4.106683,2.816784,4.271492,1.415383,tcp,0,0,cs0,cs0,64,64,0,0,Start,39.930385,34.748238,31.776221,8927.996705,4262.202892,7300.3318,159681.181708,116.539141,517.072208,25497.673441,7803.62024,31216.349693,7.54914,8.691422,7.632881,18.10687,0,0,15.727031,8.485157,6.652279,CON,69632,68608,NA,NA,1416618363,2623059431,0.107643,0.05815,0.025807,19453.999968,2:mMTC,Benign
727694.405659,681.514881,3.41256,4.758811,1.591365,4.259166,1.592509,1.589551,tcp,0,0,cs0,cs0,64,64,0,0,Start,55.044876,23.858559,21.722883,8340.247768,2580.410547,5399.422652,154179.225091,113.86109,670.570852,22013.607064,8038.549963,38773.789753,15.727004,5.030525,9.0216,16.842916,0,0,15.695386,8.619362,6.594148,CON,69632,68608,NA,NA,1416618363,2623059431,0.029545,0.028065,0.031061,18793.673805,2:mMTC,Benign
727789.441676,596.645315,2.293627,1.569999,2.737595,4.134653,2.143774,2.654492,tcp,0,0,cs0,cs0,64,64,0,0,Start,41.407761,21.4416,20.46578,8704.397789,1799.878006,5833.298767,124558.038337,111.408535,157.176873,30124.42078,7998.0192,9652.341942,5.703135,6.466801,3.668186,12.998537,0,0,15.700033,7.93175,6.8647,CON,69632,68608,NA,NA,1416618363,2623059431,0.029709,0.01175,0.028227,18568.860849,2:mMTC,Benign
728187.466863,769.235767,1.664919,1.734212,4.290881,2.935643,1.835213,2.04136,tcp,0,0,cs0,cs0,64,64,0,0,Start,24.176262,22.503989,11.394986,5503.309237,2928.832291,3138.245219,206067.780828,120.037512,151.889525,33389.792482,6886.713791,28281.377399,6.596751,0.685762,3.184533,9.229495,0,0,9.436941,7.483675,4.628561,CON,69632,68608,NA,NA,1416618363,2623059431,0.003853,0.001083,0.006365,7342.346017,2:mMTC,Benign
728179.924197,851.414877,1.771013,2.09266,4.024751,1.428511,3.656621,3.994062,tcp,0,0,cs0,cs0,64,64,0,0,Start,33.534851,20.517009,29.777194,9578.208233,4960.739611,6640.418837,219858.349445,153.26131,231.458297,42246.616584,8951.058972,22765.172681,6.517704,6.5416,3.24585,9.518601,0,0,15.585909,7.925866,7.174637,CON,69632,68608,NA,NA,1416618363,2623059431,0.008973,0.000729,0.006356,28595.058263,2:mMTC,Benign
676622.608218,12907.547463,0.125007,0.124189,0.109753,0.10915,0.10343,0.127521,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,2,2,0,148,148,0,3046465.873603,74,0,5003.789305,4710.291422,0,2,2,0,50,0,0,7.742147,8.1779,0,ACC,16776960,NA,NA,NA,3836019920,NA,0,0,0,29496.353127,2:mMTC,Benign
677421.399405,12514.602068,0.116395,0.131001,0.128633,0.110627,0.116815,0.106857,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,2,2,0,148,148,0,3189416.970479,74,0,5072.485694,5081.451753,0,2,2,0,50,0,0,8.546258,7.734782,0,ACC,16776960,NA,NA,NA,3836019920,NA,0,0,0,62129.92228,2:mMTC,Benign
647327.832528,12329.884067,0.597933,1.135636,1.045994,0.852445,0.525918,1.118086,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,11.956663,6.180646,0.322416,187.156937,247.006402,239.198838,2647647.014186,87.885473,61.246064,6394.597755,4032.708819,1711.990494,1.216394,1.432313,0,46.347234,0,0,7.578708,5.55255,1.029533,ACC,16776960,NA,NA,NA,3836019920,NA,0.056356,0.105818,0.05114,10908.730822,2:mMTC,Benign
526870.221804,10558.511459,0.13726,0.149342,0.142454,0.155799,0.133124,0.153884,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,2,2,0,148,148,0,2884048.452197,74,0,4013.451735,4049.750212,0,2,2,0,50,0,0,7.309995,6.939051,0,ACC,16776960,NA,NA,NA,3836019920,NA,0,0,0,189589.864963,2:mMTC,Benign
678811.853965,10305.231203,0.135088,0.177415,0.14688,0.183227,0.18066,0.157051,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,9.970305,12.186619,1.929711,6999.00403,1400.140071,2265.578007,2944256.098237,112.524417,169.663565,315446.522478,274755.296628,65132.358228,1.056427,1.526599,0,42.021499,0,0,35.268246,18.541784,32.223596,ACC,16776960,NA,NA,NA,3836019920,NA,0.012303,0.014543,0.005537,32612.146704,2:mMTC,Benign
647820.975732,11711.476949,0.585143,0.630523,0.553314,0.713172,0.946296,0.484513,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,3.027411,6.26629,4.996604,561.103239,605.706896,390.024893,2869299.929126,91.666506,22.866831,4802.969982,4052.839474,2243.859912,1.748269,1.833003,0,18.868486,0,0,7.817031,7.438043,3.229009,ACC,16776960,NA,NA,NA,3836019920,NA,0.110258,0.029415,0.059458,12291.966427,2:mMTC,Benign
677634.480072,9414.22174,0.15143,0.189117,0.155401,0.135866,0.179191,0.184592,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,11.927654,14.333268,7.886887,5578.831719,2014.417394,1674.567225,3046208.16222,340.479249,191.868462,116857.666423,8770.229845,112328.620651,1.40872,1.196218,0,12.713856,0,0,66.923032,26.787373,49.356346,ACC,16776960,NA,NA,NA,3836019920,NA,0.032038,0.000228,0.012032,39864.389257,2:mMTC,Benign
676627.631679,12717.351197,0.127429,0.126059,0.126268,0.107721,0.126299,0.104225,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,2,2,0,148,148,0,3115184.609231,74,0,4504.133713,5288.893854,0,2,2,0,50,0,0,7.593535,7.600952,0,ACC,16776960,NA,NA,NA,3836019920,NA,0,0,0,90271.261541,2:mMTC,Benign
678499.661003,10158.880686,0.149903,0.151316,0.15351,0.184218,0.136647,0.171233,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,16.547982,7.557872,11.103632,8792.013603,1223.15816,3382.365135,3228333.638041,374.868564,52.924662,262035.547225,135522.657599,35509.454662,1.958671,1.607811,0,24.527008,0,0,11.26854,43.508152,29.138882,ACC,16776960,NA,NA,NA,3836019920,NA,0.003654,0.014142,0.004027,19196.495681,2:mMTC,Benign
677385.390768,9149.74573,0.143861,0.185578,0.133141,0.158094,0.161031,0.18951,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,3.175726,7.76925,13.588275,667.3804,7760.314294,31.125736,3227778.053685,450.854399,38.422796,369867.706183,324215.951115,130265.023017,1.856315,1.047229,0,25.425187,0,0,98.691722,13.031102,23.91691,ACC,16776960,NA,NA,NA,3836019920,NA,0.012976,0.018469,0.013246,31224.848622,2:mMTC,Benign
495804.880877,10758.525517,0.167793,0.138203,0.135096,0.166241,0.135791,0.138481,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,2,2,0,148,148,0,2884725.77886,74,0,3531.419133,4102.669149,0,2,2,0,50,0,0,7.347656,7.3315,0,ACC,16776960,NA,NA,NA,3836019920,NA,0,0,0,293213.196801,2:mMTC,Benign
676936.394406,10433.728283,0.149451,0.176344,0.188795,0.13594,0.160055,0.14166,tcp,0,NA,cs0,ef,64,NA,0,NA,Status,7.812508,11.334007,12.026449,8571.485432,6303.717672,860.346833,3100364.263631,548.646031,154.378967,64327.677317,244229.024749,91303.666538,1.839092,1.784266,0,3.215094,0,0,154.688854,65.484829,1.994318,ACC,16776960,NA,NA,NA,3836019920,NA,0.011082,0.000077,0.010666,32463.400292,2:mMTC,Benign
727360.562149,370.544891,4.878725,4.798343,4.967174,4.854479,4.851655,4.86404,tcp,0,0,cs0,cs0,64,64,0,0,Status,45.022119,30.5046,29.576758,6506.130836,3288.650938,1935.273703,59889.333672,100.521783,121.858943,8048.605166,6941.478007,2983.561432,19.309641,10.60181,9.870651,24.063267,0,0,9.658928,8.89576,6.268509,CON,69632,68608,NA,NA,1416618363,2623059431,0.114698,0.076494,0.042001,22738.330216,2:mMTC,Benign
727212.976333,441.781672,4.880549,4.879165,4.957527,4.889758,4.860445,4.980699,tcp,0,0,cs0,cs0,64,64,0,0,Status,69.834072,38.38732,23.05015,5151.362986,3697.836381,2943.41257,110099.27329,103.205273,110.375106,10411.634411,5700.632243,3210.231371,15.026613,11.517681,7.583164,22.46097,0,0,10.260468,7.396651,6.344866,CON,69632,68608,NA,NA,1416618363,2623059431,0.118249,0.075133,0.043818,69819.770444,2:mMTC,Benign
727681.657734,530.597373,2.945238,4.738394,2.782879,3.720788,3.439002,4.275222,tcp,0,0,cs0,cs0,64,64,0,0,Status,29.452442,32.899068,21.253649,9305.888064,4287.217407,6988.171249,140285.630784,118.534757,666.433637,30580.311691,8015.790017,37632.110236,9.332564,10.239158,6.060527,15.3199,0,0,15.844846,8.808318,6.572254,CON,69632,68608,NA,NA,1416618363,2623059431,0.109825,0.072304,0.017377,20318.471183,2:mMTC,Benign
727667.746885,679.202314,2.604127,4.356935,2.36116,1.720314,2.953604,1.859805,tcp,0,0,cs0,cs0,64,64,0,0,Status,45.752257,36.896859,23.519096,9292.856036,3480.087951,4002.444777,164064.928208,121.719877,465.054952,23597.62036,7826.563305,15675.243691,15.125252,5.557091,4.178002,20.860186,0,0,15.785532,8.64083,6.815124,CON,69632,68608,NA,NA,1416618363,2623059431,0.081298,0.015935,0.038297,19794.514384,2:mMTC,Benign
727879.497199,651.632738,1.454611,3.244325,2.808604,4.420425,3.345082,4.536668,tcp,0,0,cs0,cs0,64,64,0,0,Status,69.7263,15.679947,11.004823,9139.117434,2045.164217,6335.640197,117917.346301,118.354133,370.513959,44391.512321,7542.394431,34602.343089,8.425122,1.738966,5.760017,13.850285,0,0,15.813985,8.164896,6.505469,CON,69632,68608,NA,NA,1416618363,2623059431,0.099091,0.071035,0.029572,20529.899862,2:mMTC,Benign
727462.290117,483,4.766062,4.763524,4.735596,4.787589,4.738498,4.733253,tcp,0,0,cs0,cs0,64,64,0,0,Status,47.00622,43.023782,15.373502,7438.860749,3005.757916,3439.959256,110153.942393,101.878128,132.275583,8968.678366,6106.24405,2626.041137,18.371977,9.280507,7.541688,22.875684,0,0,11.487076,7.958648,6.262846,CON,69632,68608,NA,NA,1416618363,2623059431,0.118435,0.077332,0.041103,6954.831637,2:mMTC,Benign
700003.887421,491.270287,4.365445,4.276224,4.492896,4.447426,4.465813,4.640184,tcp,0,0,cs0,cs0,64,64,0,0,Status,57.593982,11.740358,31.284948,1516.456742,2121.535304,2918.207325,115728.454878,95.775557,106.78114,1994.932604,6085.962031,4442.394915,17.758282,3.42782,6.125711,14.359004,0,0,15.011156,4.689826,3.698887,CON,69632,68608,NA,NA,1416618363,2623059431,0.063367,0.049659,0.034184,26999.417256,2:mMTC,Benign
727463.842315,483,4.790022,4.744455,4.75354,4.781126,4.771713,4.752192,tcp,0,0,cs0,cs0,64,64,0,0,Status,43.898617,36.639737,12.633957,7332.553383,3069.865175,1734.73045,110385.153872,102.371235,131.928881,10074.45218,6478.906191,3592.821665,15.393217,11.804334,9.794338,23.018906,0,0,9.484505,6.090856,3.835909,CON,69632,68608,NA,NA,1416618363,2623059431,0.118435,0.077332,0.041103,9433.365427,2:mMTC,Benign
727758.452536,564.56268,3.398799,1.426472,3.448759,1.835121,1.539007,2.972287,tcp,0,0,cs0,cs0,64,64,0,0,Status,66.814447,12.948756,26.680686,8879.726302,4368.291972,7728.574744,142006.686871,106.809256,606.034464,34446.119668,7847.685496,7699.519572,12.118792,11.873285,9.049397,13.634281,0,0,15.773412,8.798656,6.959879,CON,69632,68608,NA,NA,1416618363,2623059431,0.062292,0.074645,0.036386,18455.601432,2:mMTC,Benign
727616.056109,596.555202,1.622955,1.746091,4.534908,2.747733,4.069435,4.254202,tcp,0,0,cs0,cs0,64,64,0,0,Status,58.45918,30.822088,17.935048,9336.605929,2427.323273,7483.91105,119962.009106,113.362955,512.940255,30206.083278,7633.012018,23394.832822,3.450561,8.55258,6.341997,8.97091,0,0,15.774165,8.122811,7.135606,CON,69632,68608,NA,NA,1416618363,2623059431,0.117927,0.026319,0.029131,20513.79749,2:mMTC,Benign
727463.532454,483,4.721292,4.734869,4.767436,4.755227,4.7515,4.752313,tcp,0,0,cs0,cs0,64,64,0,0,Status,36.906338,32.308989,16.948202,7858.711937,2766.077672,2241.198106,110283.894022,98.405907,132.251768,9659.477085,3842.417584,5454.012431,19.529214,10.527486,7.616175,23.264512,0,0,9.082131,6.891433,2.631748,CON,69632,68608,NA,NA,1416618363,2623059431,0.118435,0.077332,0.041103,17338.98785,2:mMTC,Benign
691876.235851,906.421161,4.449569,4.547764,4.779792,4.170941,4.492032,4.67335,tcp,0,0,cs0,cs0,64,64,0,0,Status,17.974764,25.154566,29.7108,7297.579936,4107.250289,1311.713025,140168.171192,98.895297,85.474289,9595.793289,3764.232817,1362.663493,9.149773,10.512969,9.447131,7.091526,0,0,12.565721,8.614014,3.145756,CON,69632,68608,NA,NA,1416618363,2623059431,0.027947,0.069679,0.036279,22421.528373,2:mMTC,Benign
720477.468979,942.722529,4.298785,4.255542,4.393407,4.355907,4.238716,4.389473,tcp,0,0,cs0,cs0,64,64,0,0,Start,19.965602,35.931624,23.493723,2996.750782,4438.970409,4939.020376,160094.689591,93.763589,135.499297,14520.541653,9822.028227,9660.941083,13.68961,2.08653,3.981671,12.308639,0,0,6.278408,5.459385,4.793088,CON,69632,68608,NA,NA,2043686795,1618367425,0.020395,0.000166,0.022643,31772.655322,2:mMTC,Benign
728229.453363,769.085246,3.355274,4.218003,3.998668,4.198039,3.785566,3.790586,tcp,0,0,cs0,cs0,64,64,0,0,Start,40.95183,27.42463,17.018302,7258.96721,2612.286298,3748.826139,221358.673023,130.519573,172.200382,13046.697036,10262.099465,7518.863856,13.393957,6.216885,7,22.23664,0,0,14.912984,8.795002,6.424386,CON,69632,68608,NA,NA,2043686795,1618367425,0.045831,0.057525,0.022994,90640.656388,2:mMTC,Benign
710565.893836,977.79118,4.237992,4.259191,4.379963,4.233098,4.268382,4.325427,tcp,0,0,cs0,cs0,64,64,0,0,Start,25.725283,32.141464,21.390104,8985.967952,2452.830797,4362.958846,189617.435155,133.885541,162.270671,13081.371543,9577.136381,6200.106407,12.968256,3.194934,5.592462,17.020129,0,0,14.99668,4.790589,5.167302,CON,69632,68608,NA,NA,2043686795,1618367425,0.016612,0.000543,0.007125,31591.033192,2:mMTC,Benign
728206.68035,873.889508,3.17032,3.624621,3.736642,4.228411,3.60526,3.493017,tcp,0,0,cs0,cs0,64,64,0,0,Start,47.99235,35.185718,23.899536,6211.328857,5957.698473,4200.258618,218498.681134,105.386196,147.92773,13328.454505,9786.810572,6982.852622,13.247547,6.487092,7,21.217015,0,0,14.780068,8.343773,4.702761,CON,69632,68608,NA,NA,2043686795,1618367425,0.042151,0.081367,0.008779,93143.920289,2:mMTC,Benign
695176.916132,999.611199,4.218014,4.301838,4.318664,4.292199,4.2835,4.211003,tcp,0,0,cs0,cs0,64,64,0,0,Start,31.53492,21.709425,22.76665,2118.341347,1662.507887,777.240596,211044.742457,127.287052,168.178854,18347.932514,1656.342566,8832.030241,13.591406,1.09849,1.300887,11.744438,0,0,9.478083,5.356931,3.897468,CON,69632,68608,NA,NA,2043686795,1618367425,0.005344,0.000409,0.021559,31827.329791,2:mMTC,Benign
714938.462592,884.240072,4.377449,4.391812,4.359003,4.384535,4.163022,4.276618,tcp,0,0,cs0,cs0,64,64,0,0,Start,29.694743,9.33087,7.914124,1573.929709,4533.187502,1887.098984,178725.11912,96.140492,164.786567,15839.933636,2446.252682,2008.770844,1.108834,6.02326,2.78091,11.447331,0,0,14.207221,5.137077,5.541623,CON,69632,68608,NA,NA,2043686795,1618367425,0.002425,0.000113,0.011736,32925.676823,2:mMTC,Benign
727847.020879,798.354977,4.498345,4.716443,4.626339,4.777385,4.573439,4.788401,tcp,0,0,cs0,cs0,64,64,0,0,Start,72.59825,37.961792,32,10396.570848,5568.521555,4529.48688,110623.76535,125.601939,160.966293,14837.092404,10263.708488,9533.158102,21.122813,8.296404,9.370462,18.190533,0,0,15.578861,8.406084,6.901951,CON,69632,68608,NA,NA,2043686795,1618367425,0.070575,0.056988,0.038328,27168.86002,2:mMTC,Benign
728172.053669,831.494815,2.393331,2.306631,4.026213,3.519841,2.015071,3.069076,tcp,0,0,cs0,cs0,64,64,0,0,Start,27.985617,22.706118,19.970116,9653.622132,2651.984034,7014.959132,194017.102796,164.782242,312.059422,27559.488178,10319.560695,26770.328289,2.41957,4.108872,3.107307,16.819366,0,0,15.40257,7.945649,7.161314,CON,69632,68608,NA,NA,2043686795,1618367425,0.005828,0.001183,0.002822,24083.004525,2:mMTC,Benign
728204.501203,827.88056,3.101237,4.042849,3.592617,4.320099,4.059289,3.689008,tcp,0,0,cs0,cs0,64,64,0,0,Start,43.967507,32.70139,29.086049,10996.869867,2588.81883,4365.105995,218578.125995,174.17262,150.924113,16351.613025,7264.105363,8070.787097,13.88123,6.584418,7,21.181701,0,0,14.937824,8.454087,6.790061,CON,69632,68608,NA,NA,2043686795,1618367425,0.06139,0.030396,0.029367,48862.443653,2:mMTC,Benign
727869.715958,838.913135,4.485154,4.524039,4.515046,4.539356,4.41076,4.637806,tcp,0,0,cs0,cs0,64,64,0,0,Start,75.034166,38.667005,32,8282.847048,5356.463616,4004.586953,152154.045704,118.828783,112.215026,13200.273454,7686.75029,7781.687374,19.059189,11.602036,8.16136,21.058905,0,0,15.337028,8.066501,6.991619,CON,69632,68608,NA,NA,2043686795,1618367425,0.109561,0.020252,0.017816,29008.437393,2:mMTC,Benign
728243.585235,876.444228,4.592195,4.487052,4.473711,4.455619,4.873388,4.833884,tcp,0,0,cs0,cs0,64,64,0,0,Start,66.078947,31.521943,25.326966,6029.757342,5129.832089,3208.36599,216707.223385,112.413301,160.807693,15871.052952,9697.805353,8676.78069,14.169094,7.631538,7,19.089717,0,0,14.58288,7.816573,5.048874,CON,69632,68608,NA,NA,2043686795,1618367425,0,0,0,28255.773024,2:mMTC,Benign
728224.264618,825.208939,3.150603,3.688313,4.004405,3.466643,3.022162,3.373474,tcp,0,0,cs0,cs0,64,64,0,0,Start,55.097357,30.643039,19.005033,10763.398751,5157.997137,2846.791239,215631.646511,118.277051,148.733708,17940.141761,7508.430089,6307.579816,13.999166,6.452163,7,20.424582,0,0,14.96585,8.035347,5.897367,CON,69632,68608,NA,NA,2043686795,1618367425,0.041303,0.099691,0.019878,63156.920489,2:mMTC,Benign
37653.684789,7,4.370779,4.35764,4.36863,4.366628,4.353351,4.365549,tcp,0,0,cs0,cs0,64,53,0,11,Status,51.733329,24.361622,29.754937,20237.443078,11279.839519,12010.985244,529552.624353,466.621079,363.686933,35153.862216,19952.202743,23346.594086,1.425889,1,0.497961,2.779587,0,0,11.619277,4.562301,6.803113,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,55523.489994,2:mMTC,Benign
37745.06057,15.169338,4.330928,3.860282,3.376588,3.991295,2.338535,4.188245,tcp,0,0,cs0,cs0,64,53,0,11,Status,50.308076,21.074104,18.889937,10170.933127,10136.317989,4289.896708,631995.219042,446.687036,185.961261,26082.507155,18958.807232,8575.046969,2,1,1,3.869557,0,0,15.819953,5.639977,6.544955,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,44446.842962,2:mMTC,Benign
38382.397763,8.24794,3.178051,4.269291,4.070423,4.279017,2.793315,4.371155,tcp,0,0,cs0,cs0,64,53,0,11,Status,45.3121,19.343459,25.280671,10650.913139,10115.786894,2393.665598,631137.457897,413.701908,150.942079,32484.097213,17728.147607,7462.693205,2,1,1,7.143786,0,0,15.468106,6.108834,8.031251,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,48460.557613,2:mMTC,Benign
37831.449852,7,4.452725,4.403105,4.539163,4.544335,4.413355,4.47505,tcp,0,0,cs0,cs0,64,53,0,11,Status,55.3774,26.89996,37.467843,29792.071906,13478.789838,13338.628846,531681.298535,530.062759,333.992668,49845.908795,23019.255096,16991.605538,2,1,1,3.389325,0,0,13.58042,5.480994,7.921956,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,88115.300744,2:mMTC,Benign
38654.143306,7,4.327374,4.373202,4.335308,4.369136,4.37756,4.358948,tcp,0,0,cs0,cs0,64,53,0,11,Status,49.531827,22.05826,28.657875,18320.83483,11389.804698,7054.604493,538246.117137,509.666335,248.733328,32450.540412,19810.390998,12575.322236,1.117828,1,0.877413,2.193337,0,0,11.597222,4.787566,6.363892,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,25613.728722,2:mMTC,Benign
37786.521682,7,4.552403,4.399892,4.668991,4.70314,4.607725,4.562435,tcp,0,0,cs0,cs0,64,53,0,11,Status,53.579696,23.918426,31.00477,21500.864687,11418.497688,12901.18595,545355.877745,471.620929,341.046926,35249.069869,19928.501888,18757.526676,2,1,1,3.659428,0,0,11.79669,4.493791,6.510408,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,50558.632165,2:mMTC,Benign
37836.477442,7,4.535153,4.576106,4.411418,4.546399,4.508839,4.528479,tcp,0,0,cs0,cs0,64,53,0,11,Status,54.501005,26.806125,34.840012,23792.688283,13637.210933,13371.063395,544600.977781,467.680597,359.670171,38235.570132,24267.93795,14741.716866,2,1,1,3.256673,0,0,13.475239,5.476505,6.613838,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,83702.962931,2:mMTC,Benign
37881.252707,7,4.427644,4.421897,4.580189,4.556712,4.514772,4.533848,tcp,0,0,cs0,cs0,64,53,0,11,Status,65.410558,26.182944,30.736394,25403.725338,13362.658243,13445.239375,540618.994797,521.057032,263.215028,43605.721604,20582.644628,19712.170921,2,1,1,3.155194,0,0,14.357924,5.558434,7.693865,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,52089.453624,2:mMTC,Benign
38044.88199,7,4.330809,4.392439,4.379484,4.328718,4.343518,4.34355,tcp,0,0,cs0,cs0,64,53,0,11,Status,50.717844,21.135055,28.455332,18602.09504,11448.894043,7061.801696,544499.495159,504.084398,250.134889,32610.71358,19848.58562,12571.940981,1.995708,1,0.645395,2.108663,0,0,11.705073,4.812851,6.353373,CON,4094,5549,NA,NA,1095076572,3442218893,0,0,0,23580.584356,2:mMTC,Benign
